Age,Department,Study_Hours_Per_Week,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
23,CS,4.4,84.74,48.91,33.0,69.15,62.79,53.1,77.48,54.73,F
22,Mathematics,4.0,81.57,45.98,77.15,89.04,72.17,70.9,65.79,72.19,C
23,Business,3.9,100.0,74.84,59.02,79.06,46.44,19.8,66.94,62.12,F
22,Business,2.0,87.62,64.58,60.84,67.14,76.41,32.1,78.56,64.77,D
21,Business,3.7,83.76,92.59,99.71,76.97,72.12,60.3,71.28,85.8,A
20,Business,3.1,63.46,82.08,54.62,66.35,79.49,40.9,78.39,68.16,D
18,CS,3.1,88.81,54.12,82.3,74.15,73.98,92.9,64.58,75.03,B
18,Engineering,4.8,79.67,60.54,67.01,67.11,47.88,82.2,55.08,65.59,D
18,Engineering,7.1,71.65,48.3,100.0,68.72,57.55,61.5,86.28,76.93,B
19,CS,4.4,87.47,96.51,73.27,69.35,70.76,47.2,57.46,74.97,B
23,Engineering,3.3,84.16,52.45,74.46,59.85,81.07,64.2,55.84,67.62,D
22,CS,2.1,87.71,63.75,61.48,81.07,78.47,68.8,61.16,69.17,C
22,CS,6.4,90.9,69.71,47.33,60.9,41.83,62.3,67.83,59.76,F
24,CS,4.5,78.38,70.83,49.74,65.36,71.65,87.4,87.4,69.37,C
22,Business,3.2,72.63,57.82,62.18,55.95,65.39,44.6,100.0,64.48,D
21,CS,7.6,77.83,63.69,36.27,93.36,74.56,100.0,67.66,69.37,C
19,Business,5.0,81.41,39.82,57.88,77.45,80.85,42.1,90.59,64.84,D
22,Mathematics,5.2,87.1,59.75,36.48,75.88,92.13,60.5,60.92,62.84,F
19,Mathematics,2.2,63.78,69.88,82.9,78.65,62.82,96.5,91.29,79.95,A
19,CS,5.6,79.45,45.48,54.64,89.18,57.75,54.9,73.41,63.16,F
22,Engineering,6.5,84.0,63.09,70.64,73.59,58.8,100.0,82.26,75.14,B
24,Mathematics,3.2,62.77,52.97,31.95,75.41,38.51,85.3,66.68,54.07,F
19,Business,1.9,77.97,61.91,58.67,78.33,75.42,58.2,71.92,67.01,D
23,Mathematics,3.2,83.27,56.99,35.78,62.66,73.96,80.6,79.73,60.26,F
19,Mathematics,6.4,68.9,66.74,36.85,56.6,50.58,90.4,84.26,61.15,F
23,Business,3.2,69.5,71.46,72.33,66.83,80.63,65.0,63.2,72.53,C
24,Engineering,6.4,76.9,71.4,55.16,68.96,78.64,94.7,79.59,73.6,B
24,Mathematics,4.3,84.42,60.61,62.97,72.6,79.47,58.5,79.55,69.78,C
21,Engineering,5.5,75.49,86.46,45.07,85.5,63.51,63.3,92.3,71.47,C
24,Engineering,6.8,74.85,27.09,91.97,64.16,67.29,60.0,79.44,70.07,C
24,CS,6.3,86.41,88.25,48.07,95.69,65.31,78.7,71.08,74.35,B
19,CS,5.9,66.61,70.41,54.04,61.76,75.67,41.9,43.94,62.44,F
19,Business,3.2,73.84,72.24,77.54,66.41,100.0,69.9,92.69,80.53,A
24,Business,4.0,58.47,44.04,48.36,75.9,84.11,100.0,76.41,66.96,D
22,Engineering,7.0,80.31,64.84,62.92,97.98,60.9,37.8,88.91,71.85,C
24,Business,2.7,76.11,59.4,68.35,98.38,59.91,80.0,79.7,73.45,B
23,Business,4.6,78.65,57.81,93.38,63.0,46.72,50.3,96.49,73.01,B
22,CS,2.9,97.55,76.1,43.56,68.06,83.27,70.1,74.33,66.88,D
20,Engineering,4.7,85.21,55.65,49.8,64.13,75.6,73.1,100.0,66.69,D
22,Engineering,7.8,76.04,93.93,57.51,76.61,83.58,100.0,84.32,82.4,A
19,Business,3.6,72.09,70.05,46.09,89.62,76.24,73.8,59.4,67.84,D
23,CS,5.5,74.69,77.25,70.9,74.83,76.56,84.0,89.27,79.51,A
19,Business,1.8,75.46,55.15,62.26,76.34,85.69,83.5,84.69,71.73,C
20,CS,5.5,83.0,30.73,52.22,66.66,82.43,65.0,63.87,59.81,F
19,CS,6.1,59.28,57.32,53.72,81.67,67.54,73.2,94.44,69.78,C
23,Mathematics,8.4,90.73,74.02,47.66,78.61,75.13,58.2,67.46,68.93,C
22,CS,4.2,92.82,43.96,62.02,67.87,63.8,64.9,59.4,61.68,F
20,Business,2.4,72.13,52.01,81.53,77.08,45.39,73.7,76.42,69.44,C
23,Engineering,2.9,82.64,48.6,65.69,82.1,52.37,40.4,61.97,61.28,F
20,CS,6.1,73.29,63.95,82.37,79.29,48.91,65.2,79.25,74.23,B
21,Business,4.5,76.47,60.86,51.22,78.48,37.74,72.5,73.54,61.82,F
22,Engineering,7.1,94.59,55.92,52.46,76.12,84.25,31.8,92.21,66.93,D
23,CS,2.4,93.76,62.64,49.91,70.14,78.05,76.1,79.99,66.54,D
23,CS,3.7,86.23,55.95,77.62,67.5,58.61,95.2,64.5,71.21,C
18,Business,3.0,63.37,76.06,69.42,83.23,55.42,62.6,74.56,72.05,C
19,CS,4.4,90.33,90.25,84.83,70.88,46.05,66.8,61.52,76.07,B
18,Business,6.9,84.05,96.0,76.55,62.6,87.4,69.3,84.97,83.54,A
21,Engineering,5.9,76.54,81.61,72.34,92.76,44.93,80.7,80.38,77.74,A
24,Business,2.3,83.42,56.12,72.52,80.37,69.6,67.7,63.67,69.76,C
19,Mathematics,2.4,79.0,100.0,81.12,79.77,55.77,85.7,82.37,82.67,A
20,Business,4.8,74.73,42.26,80.22,90.18,69.09,79.9,79.82,74.78,B
24,Business,3.7,77.54,71.11,49.92,49.03,71.07,61.4,80.17,63.22,F
22,Business,5.8,85.24,44.65,50.03,75.02,69.53,72.6,72.45,63.03,F
21,CS,4.8,90.96,34.48,69.64,78.17,73.38,33.1,78.62,64.09,D
21,CS,4.5,75.45,61.68,48.45,91.96,41.22,72.2,78.42,64.16,D
20,CS,3.4,93.79,78.9,61.47,86.89,68.95,87.8,68.62,74.94,B
21,Business,3.8,82.22,66.99,47.56,77.46,57.5,59.9,83.79,64.18,D
23,Business,7.2,73.53,51.0,77.85,85.52,66.22,77.8,79.09,75.6,B
21,Engineering,3.7,73.61,70.97,58.58,76.91,64.88,63.8,88.11,70.08,C
22,CS,2.7,63.37,57.8,51.04,75.52,82.57,57.2,65.82,64.24,D
20,Engineering,2.7,82.75,48.98,64.18,59.19,62.45,78.9,68.33,63.37,D
18,Engineering,7.5,92.94,68.54,51.9,75.95,73.5,86.0,43.02,68.35,D
23,Mathematics,3.5,71.48,49.6,54.16,72.16,57.55,74.9,81.72,63.04,F
18,Mathematics,2.7,70.04,72.65,92.64,55.3,68.93,69.8,84.63,77.75,A
18,Business,4.3,90.22,78.15,60.38,84.41,57.94,96.2,95.65,76.43,B
23,Business,2.2,66.13,47.19,66.74,54.86,66.23,62.7,65.66,61.56,F
20,CS,2.3,95.9,62.08,70.13,63.13,66.29,91.2,73.56,70.49,C
24,CS,2.8,95.01,50.65,71.26,62.58,62.42,65.1,81.97,66.37,D
18,Engineering,3.3,73.93,45.2,90.4,92.34,94.71,70.3,71.97,80.09,A
19,Business,4.4,78.42,53.03,65.01,78.85,70.82,90.3,69.93,70.78,C
19,Engineering,2.8,77.46,65.46,67.84,96.27,65.95,64.2,97.92,75.39,B
23,Engineering,4.0,63.19,70.87,56.28,85.16,64.11,100.0,58.27,71.28,C
18,CS,6.1,100.0,63.78,82.87,68.77,69.68,57.9,96.52,76.88,B
19,Business,6.4,99.06,57.7,79.84,69.39,66.9,77.7,72.92,74.2,B
20,Engineering,3.4,99.57,72.43,42.31,88.32,89.05,38.3,88.89,68.2,D
22,Business,4.9,70.47,49.32,74.78,87.0,57.53,63.5,64.84,69.26,C
22,Engineering,5.4,99.19,65.43,79.86,39.99,77.11,57.6,72.66,70.33,C
23,Mathematics,2.6,85.19,75.81,73.91,68.93,81.69,90.2,83.42,78.59,A
20,Business,4.0,80.18,44.4,40.26,74.48,63.48,54.4,80.48,57.14,F
21,CS,3.0,99.18,65.74,54.98,82.08,83.7,72.0,56.73,68.88,C
19,CS,5.9,93.71,59.71,70.01,79.63,55.39,90.0,71.44,72.29,C
22,Engineering,4.7,77.03,76.4,42.49,67.77,72.4,76.2,96.33,68.66,C
20,CS,3.5,77.89,49.41,79.69,77.2,74.44,55.7,65.72,70.43,C
24,CS,4.1,80.93,56.76,72.94,58.31,67.15,70.7,84.48,69.62,C
23,Engineering,1.0,68.81,62.43,76.12,76.2,66.2,100.0,74.43,74.62,B
20,CS,5.7,65.38,60.37,56.41,95.63,76.77,45.0,78.4,70.05,C
24,Business,5.1,84.24,61.63,50.66,58.1,83.0,34.3,67.61,61.43,F
21,CS,4.5,67.9,43.58,61.47,61.56,82.15,58.6,70.94,63.92,D
24,Mathematics,5.8,100.0,79.46,64.61,82.66,65.6,53.1,55.56,71.28,C
18,Business,2.7,88.4,38.73,53.08,65.6,69.83,55.7,46.99,55.6,F
23,Engineering,6.4,64.69,60.8,59.25,80.79,54.43,57.7,55.98,64.79,D
22,Mathematics,4.5,93.99,64.68,76.51,77.0,68.03,58.4,79.0,73.63,B
22,Engineering,2.4,65.4,65.29,29.5,77.2,62.93,53.9,42.0,53.72,F
24,Engineering,4.6,83.23,69.34,52.85,57.06,61.08,76.2,100.0,67.36,D
18,Engineering,4.0,85.68,61.63,80.46,93.9,89.44,65.8,71.28,79.67,A
23,Business,3.6,64.36,71.05,73.72,74.26,81.05,52.0,65.65,73.19,B
19,Engineering,5.0,50.24,76.54,78.85,55.22,57.66,51.2,76.17,71.13,C
18,Engineering,3.9,75.4,66.31,78.52,76.18,52.71,81.4,78.64,74.11,B
20,CS,4.7,83.65,70.85,60.37,99.41,57.66,60.2,79.61,72.17,C
22,Business,6.9,94.54,89.36,79.53,63.61,85.74,85.4,65.59,82.68,A
18,Engineering,4.0,84.87,68.27,33.38,73.56,40.45,66.4,77.31,57.14,F
20,Business,2.4,83.31,71.24,57.55,100.0,67.89,47.4,45.6,67.2,D
21,Engineering,5.7,88.0,74.62,53.84,57.58,79.0,64.5,67.02,67.56,D
18,Business,4.7,65.27,51.62,63.78,69.76,53.52,74.1,73.64,65.07,D
23,Mathematics,3.9,78.56,41.85,63.61,76.77,58.41,80.7,66.8,64.43,D
21,Mathematics,3.5,79.5,48.83,91.62,67.53,58.68,58.3,90.14,72.78,C
19,CS,6.0,92.88,60.11,59.85,89.78,57.2,74.4,79.69,70.43,C
20,Business,8.6,70.06,59.47,54.13,72.54,69.88,55.5,56.47,64.99,D
19,Mathematics,2.7,62.91,45.25,49.93,45.55,92.25,48.7,95.66,60.49,F
19,Mathematics,6.0,91.88,68.91,39.12,81.8,72.79,38.3,83.46,63.88,D
21,CS,2.3,78.69,84.37,74.19,56.93,33.48,23.8,57.78,62.0,F
22,Business,7.3,78.33,59.01,45.68,87.68,78.71,66.9,84.64,69.27,C
19,CS,2.1,91.78,45.05,89.17,72.26,77.5,56.2,61.72,71.07,C
22,CS,2.2,73.38,82.7,40.44,67.21,89.05,54.4,80.17,66.67,D
19,Mathematics,4.6,62.07,55.57,54.1,73.82,47.14,80.5,84.78,64.32,D
23,Mathematics,4.1,77.67,50.41,25.49,70.1,100.0,51.2,49.36,55.35,F
24,CS,3.8,59.12,58.72,79.56,63.36,85.71,67.4,86.72,75.28,B
20,CS,4.9,87.32,70.27,49.71,89.49,57.68,55.1,61.67,65.17,D
23,CS,2.7,98.95,63.68,62.42,72.52,69.95,77.2,74.23,69.33,C
18,Engineering,3.4,91.03,90.97,68.23,66.83,78.89,72.3,77.78,77.23,A
24,Engineering,1.9,100.0,100.0,78.89,75.67,100.0,58.5,61.7,82.99,A
20,Business,3.0,78.88,58.6,54.18,83.33,75.48,97.7,75.15,70.58,C
19,Mathematics,2.0,84.71,62.38,57.27,73.92,68.93,68.2,77.72,66.68,D
18,CS,6.0,99.11,57.64,47.99,80.06,70.76,61.3,81.41,65.82,D
19,Business,3.2,86.83,67.86,78.28,38.86,70.63,93.3,61.97,70.61,C
22,CS,2.1,96.58,68.66,55.76,63.09,57.84,57.2,60.95,61.46,F
24,Business,3.7,87.57,63.1,51.08,71.62,65.09,85.2,71.1,65.93,D
18,CS,6.5,68.53,36.46,88.6,51.08,52.71,58.2,74.15,65.93,D
22,Mathematics,2.5,100.0,54.68,54.86,76.69,75.42,88.6,56.33,65.95,D
20,Business,3.9,76.04,48.06,58.24,73.47,67.88,96.0,58.83,65.72,D
22,CS,3.8,70.33,78.42,60.1,76.11,52.68,70.3,79.41,69.9,C
19,CS,7.3,87.9,76.16,77.07,66.73,74.87,68.2,84.46,78.51,A
23,Engineering,3.6,88.32,79.25,46.76,100.0,64.33,77.2,68.36,70.88,C
20,Business,3.3,92.36,71.23,57.44,78.22,90.39,66.0,78.93,72.91,B
21,Business,6.0,81.62,52.11,32.91,61.7,69.98,44.9,64.6,54.0,F
18,Engineering,7.1,76.52,97.71,77.18,81.87,82.7,85.5,100.0,89.48,A
24,CS,5.6,77.77,82.49,59.26,81.88,83.71,36.0,69.84,72.5,C
21,Engineering,6.6,90.78,72.41,63.38,48.85,98.7,100.0,73.31,76.26,B
23,Engineering,4.3,58.59,66.74,69.11,73.07,77.35,56.0,86.45,73.04,B
23,Engineering,4.7,88.09,47.82,54.49,50.72,81.83,69.8,76.78,62.8,F
21,CS,7.0,98.9,63.7,76.33,80.13,81.86,75.2,68.52,77.81,A
24,Mathematics,1.4,64.44,69.5,29.42,74.56,64.23,53.1,78.98,57.45,F
21,Engineering,5.7,68.56,56.99,85.79,67.27,71.94,39.2,100.0,74.79,B
24,Business,5.5,72.68,73.81,79.39,65.36,46.71,86.0,73.79,74.12,B
19,Business,3.4,74.75,54.53,62.27,81.03,61.38,65.0,71.17,66.27,D
20,CS,5.4,72.72,63.28,59.88,82.43,62.44,66.3,80.23,69.7,C
20,Business,3.4,59.75,68.74,37.88,89.49,71.22,100.0,89.98,69.92,C
22,Mathematics,6.1,67.57,60.88,60.65,80.46,89.41,47.7,57.91,69.46,C
18,CS,2.8,69.32,60.09,47.86,84.68,71.99,80.9,78.9,67.26,D
23,CS,4.1,77.33,68.07,67.52,67.3,54.19,30.6,78.79,65.08,D
20,Business,6.8,72.97,70.35,77.37,69.96,96.35,41.8,66.07,76.41,B
23,CS,3.6,100.0,63.69,45.38,58.04,74.51,74.6,81.15,63.61,D
20,Business,5.9,86.53,68.6,62.35,56.81,88.41,49.7,58.63,67.99,D
18,CS,3.1,99.14,62.77,32.24,46.31,66.1,66.6,80.37,55.33,F
24,Mathematics,4.9,78.14,49.46,83.16,84.94,62.78,77.9,100.0,77.24,A
21,CS,7.9,86.18,76.87,41.26,77.22,75.51,78.5,100.0,72.46,C
18,Engineering,5.8,76.31,65.22,85.62,84.81,75.39,82.6,44.87,78.41,A
23,CS,2.0,88.09,86.73,55.61,73.21,61.23,95.6,78.55,72.61,C
21,Engineering,4.3,85.07,94.25,47.06,69.74,63.99,82.6,82.43,71.68,C
23,Business,3.8,90.37,71.14,70.53,80.71,96.57,82.0,55.98,77.68,A
20,Business,3.1,87.58,76.44,48.93,87.02,43.86,62.8,81.83,65.61,D
22,CS,2.4,100.0,58.77,47.09,70.61,47.14,67.6,82.16,59.72,F
20,CS,9.1,81.11,52.92,50.47,86.4,71.0,61.3,90.1,69.03,C
20,Business,5.8,100.0,62.36,46.75,77.69,77.58,86.9,67.93,68.17,D
22,Business,4.3,90.11,70.52,66.12,66.21,52.86,46.1,79.66,66.53,D
18,CS,3.1,94.15,81.45,75.26,89.76,70.76,73.4,64.97,78.33,A
18,CS,4.6,83.99,53.61,64.39,74.16,40.83,85.8,80.56,66.22,D
23,Business,7.4,82.43,45.03,67.38,82.16,66.29,88.4,75.52,71.58,C
18,CS,4.9,81.99,62.17,83.92,61.78,100.0,42.8,71.45,75.75,B
19,Business,3.5,94.24,69.06,54.55,59.21,75.03,86.3,78.71,68.56,C
22,Business,7.5,92.68,55.25,68.11,58.06,90.33,81.7,58.93,71.55,C
22,Mathematics,3.9,99.13,49.88,41.88,100.0,91.94,55.6,99.94,68.83,C
20,Engineering,7.2,79.35,56.88,38.89,68.42,65.79,60.3,61.57,58.96,F
24,CS,4.4,55.36,92.67,56.77,81.47,60.83,65.4,77.62,73.41,B
19,Business,4.2,81.39,66.31,52.47,91.33,75.89,90.1,74.51,72.65,C
21,CS,5.5,77.64,69.43,74.92,59.03,96.26,66.9,80.3,77.13,A
24,CS,5.7,51.28,50.56,40.09,56.36,72.97,90.0,75.11,60.9,F
21,Business,6.6,95.26,68.12,54.91,77.99,72.81,56.6,97.02,71.38,C
18,Business,5.9,82.92,69.26,54.74,59.31,83.32,67.6,54.03,66.78,D
18,Engineering,6.5,80.95,49.22,69.42,86.27,68.15,88.4,75.97,73.52,B
18,CS,5.7,54.79,78.08,31.56,74.54,73.01,77.2,83.77,66.16,D
24,Engineering,2.0,80.79,80.93,70.78,66.23,72.26,85.0,45.91,72.28,C
22,Mathematics,5.6,76.41,87.71,61.09,79.67,69.29,52.7,68.47,73.13,B
21,Business,5.8,57.88,55.46,49.69,88.64,72.04,56.9,68.82,65.57,D
23,Business,6.4,76.33,62.5,34.5,77.14,56.23,44.8,64.54,56.99,F
24,Mathematics,6.6,93.26,44.31,43.76,85.03,65.38,63.3,82.44,62.43,F
23,Business,4.3,50.37,76.75,61.67,56.42,74.79,73.8,70.4,70.1,C
21,Engineering,1.6,84.18,53.19,49.34,54.71,90.59,100.0,61.75,64.21,D
23,CS,3.6,70.8,78.02,60.27,73.98,88.14,81.1,72.27,75.14,B
18,Business,5.0,71.02,71.42,72.61,89.9,73.99,100.0,95.97,82.75,A
24,Business,5.1,71.56,82.43,70.96,77.71,69.41,73.3,91.76,78.9,A
24,Engineering,8.1,68.06,56.13,67.49,66.54,70.27,60.3,74.11,69.49,C
23,Engineering,4.0,84.12,76.98,82.92,89.26,76.83,35.7,79.91,78.75,A
20,Mathematics,4.5,66.88,68.07,82.72,72.06,45.23,60.7,90.49,73.39,B
20,Business,5.3,65.29,47.93,71.15,83.55,65.38,59.1,44.45,66.28,D
23,Mathematics,4.5,76.92,77.69,82.84,68.29,61.62,81.5,87.71,79.05,A
24,CS,4.5,91.78,65.21,35.19,81.0,64.24,83.9,68.86,62.91,F
19,Engineering,7.2,69.65,58.81,61.39,73.5,82.03,64.0,68.83,70.39,C
22,Business,6.1,78.81,59.18,72.31,93.08,85.47,80.1,71.39,78.51,A
20,Engineering,3.4,70.97,23.57,65.85,69.73,62.59,86.9,65.0,61.21,F
21,Business,5.6,76.58,48.25,71.5,61.22,79.94,64.1,100.0,71.48,C
21,Business,2.2,62.78,47.49,72.8,50.64,54.64,40.8,65.33,58.84,F
19,Business,4.3,90.16,59.67,66.97,84.87,76.58,50.8,73.12,70.78,C
19,CS,4.2,81.51,82.06,48.98,60.4,48.56,84.8,57.82,63.81,D
19,Business,7.1,95.28,77.25,32.98,66.74,66.66,91.8,99.33,68.02,D
23,Engineering,2.0,66.64,80.27,37.72,66.11,50.52,48.2,86.09,59.29,F
23,CS,6.0,89.93,55.15,87.14,59.52,84.26,81.4,51.04,74.98,B
20,Engineering,8.4,80.9,36.06,58.07,66.84,66.65,44.0,84.53,61.71,F
19,Engineering,5.0,81.51,66.45,66.69,73.45,73.93,69.3,77.05,72.54,C
20,CS,2.6,59.69,57.4,71.88,76.41,60.01,88.5,66.5,70.31,C
22,Business,4.1,92.54,73.84,53.96,85.61,82.86,59.8,56.53,69.91,C
21,Mathematics,3.1,71.7,66.64,67.14,43.68,65.96,60.2,91.55,66.64,D
18,Engineering,2.8,88.53,65.89,60.74,66.59,100.0,58.4,38.88,67.52,D
21,Engineering,5.7,74.29,55.66,49.88,82.88,94.59,33.2,75.99,66.49,D
21,Engineering,6.3,79.62,43.1,61.93,72.37,73.91,61.2,62.06,64.62,D
18,Engineering,6.5,94.12,47.04,60.23,75.59,94.8,57.6,72.64,69.31,C
18,Business,7.1,80.95,59.55,65.23,81.89,36.48,49.4,69.2,64.64,D
21,Engineering,1.4,88.61,61.96,61.61,64.73,48.55,84.6,91.5,66.18,D
18,Business,5.3,87.72,56.15,66.85,70.49,55.86,70.6,90.81,69.03,C
23,Engineering,5.2,88.39,74.89,65.19,88.48,74.71,58.0,68.94,74.31,B
23,Business,4.0,72.84,66.94,41.46,72.76,71.66,44.0,91.13,63.0,F
22,CS,5.6,100.0,29.34,46.36,69.3,68.98,81.9,89.52,60.46,F
20,CS,3.0,83.51,59.39,60.76,71.89,67.58,60.1,71.47,65.68,D
20,Mathematics,4.9,85.94,59.1,53.16,78.19,73.12,45.1,60.03,63.43,D
19,CS,1.7,64.36,33.54,100.0,86.83,49.81,96.5,73.15,75.02,B
23,Engineering,2.9,86.41,60.94,44.86,73.02,77.86,57.4,66.79,62.15,F
24,Engineering,6.3,71.36,49.19,53.25,83.99,69.92,38.9,90.29,64.97,D
23,Mathematics,1.3,97.81,58.59,22.1,64.06,67.63,52.9,76.69,51.71,F
24,Business,4.7,88.42,51.76,38.21,73.33,72.67,88.8,84.52,63.4,D
19,Engineering,3.2,87.61,69.36,69.28,69.75,76.78,42.5,42.63,66.75,D
23,CS,1.9,72.69,63.33,59.42,52.49,88.81,48.7,46.96,62.2,F
22,Engineering,4.7,74.28,54.31,59.13,71.78,57.32,54.0,68.58,62.57,F
20,Engineering,4.4,95.34,35.17,66.35,52.05,69.12,44.4,84.35,60.19,F
20,Business,3.9,92.07,76.0,53.91,75.0,62.37,79.4,71.07,68.98,C
22,Business,4.8,100.0,70.36,35.18,68.43,49.85,93.7,83.04,62.44,F
20,CS,0.7,66.29,73.59,33.81,51.39,63.4,63.9,77.8,56.6,F
19,Business,6.5,93.43,74.81,50.1,57.12,72.86,30.3,88.2,64.59,D
24,Engineering,5.8,94.72,84.49,60.89,59.9,76.23,80.5,100.0,76.53,B
22,Business,5.3,93.19,77.87,25.99,89.49,56.6,81.4,70.47,63.12,F
23,Business,3.8,83.12,77.36,70.56,64.23,63.34,72.7,73.05,72.25,C
19,CS,5.1,84.94,44.71,67.55,75.84,57.31,67.0,90.34,67.46,D
21,Mathematics,4.0,66.89,69.44,88.66,53.08,80.51,67.0,60.55,75.28,B
18,Mathematics,7.6,67.71,84.51,68.31,67.26,82.7,60.1,98.31,79.53,A
24,CS,0.5,92.19,75.85,53.06,63.65,59.37,86.3,91.78,67.6,D
23,Mathematics,4.3,80.32,90.71,58.66,64.2,80.16,71.3,84.79,75.15,B
18,Business,3.8,99.0,47.03,83.24,77.54,92.58,75.2,67.0,76.02,B
23,CS,4.2,80.95,85.81,70.45,93.6,82.98,63.7,76.12,80.87,A
21,Business,3.1,89.18,68.22,52.86,80.68,61.9,82.9,89.99,69.73,C
21,Engineering,6.1,75.71,67.07,59.39,86.48,98.7,89.5,83.04,79.31,A
18,CS,4.6,77.47,97.54,53.65,65.39,81.75,59.0,81.24,74.0,B
24,CS,3.9,66.44,88.03,48.12,91.16,73.48,77.3,79.64,74.38,B
20,Business,5.9,91.15,42.77,35.44,85.12,60.08,70.7,54.75,56.46,F
21,Engineering,2.3,83.96,47.3,57.93,76.28,62.59,44.7,68.42,60.13,F
23,Engineering,1.8,96.98,69.22,74.27,69.44,67.34,68.3,70.89,71.46,C
24,Business,4.9,67.08,73.04,100.0,96.93,73.99,60.8,78.03,86.58,A
20,CS,3.3,87.52,38.88,32.0,62.17,40.99,62.6,75.08,48.27,F
19,Business,5.6,73.27,38.34,53.45,85.18,90.09,76.6,57.62,66.22,D
18,Mathematics,4.1,100.0,56.85,46.61,84.45,76.09,87.5,85.6,68.79,C
23,Engineering,5.5,70.93,67.0,56.14,80.9,79.85,59.0,83.77,71.38,C
18,Engineering,5.2,87.69,45.89,63.5,66.19,65.29,91.2,71.23,66.79,D
20,Engineering,6.2,100.0,74.89,76.31,56.0,60.67,86.4,82.43,75.35,B
23,CS,5.4,85.48,54.55,62.35,67.02,76.47,71.5,62.27,67.22,D
23,Engineering,4.9,78.83,68.08,35.25,69.96,87.11,66.8,67.98,63.68,D
24,Business,3.3,90.47,91.18,53.73,62.67,74.52,94.9,93.9,75.46,B
19,Engineering,6.2,75.82,58.14,55.93,52.61,80.81,59.5,85.54,66.02,D
23,Business,3.7,57.58,72.79,52.53,69.68,34.61,64.2,83.49,62.58,F
19,Mathematics,3.1,61.77,91.44,60.52,58.88,59.32,94.3,64.32,71.59,C
20,Engineering,4.1,71.23,85.75,61.42,83.95,100.0,81.6,55.53,78.93,A
20,CS,1.0,81.68,34.68,64.57,86.16,75.23,89.6,84.66,68.44,D
22,Mathematics,3.0,82.57,64.96,79.57,82.81,71.92,70.0,69.07,75.48,B
18,CS,4.5,100.0,45.61,47.52,95.44,42.41,82.7,84.93,63.07,F
22,Engineering,1.1,84.93,77.04,64.02,98.06,82.15,84.9,85.05,79.19,A
19,CS,3.0,88.37,65.97,61.84,67.7,40.62,49.4,83.99,62.83,F
19,Business,0.0,86.57,73.16,59.91,67.92,52.18,93.7,85.91,68.58,C
20,Business,6.7,78.43,60.26,73.84,82.44,76.96,88.9,85.89,78.94,A
20,CS,4.8,87.25,52.5,61.15,72.29,66.05,32.3,91.52,64.38,D
23,Engineering,6.2,84.21,69.7,70.82,97.41,70.37,75.4,88.46,79.84,A
23,Mathematics,2.6,72.65,75.4,51.13,74.63,53.99,80.3,81.56,67.2,D
19,Business,5.3,79.52,62.26,47.64,69.97,90.83,91.5,62.27,68.89,C
21,Business,3.2,80.7,76.57,72.15,63.27,53.46,80.8,81.29,72.28,C
19,Business,3.8,86.8,97.14,72.65,64.54,70.0,66.9,93.96,79.39,A
22,Business,3.9,95.17,72.47,57.38,86.36,81.6,64.9,59.43,71.29,C
18,Business,3.1,87.37,75.89,57.09,74.56,78.7,76.9,81.66,72.7,C
23,Engineering,7.1,60.34,100.0,52.3,100.0,71.66,70.4,98.39,81.87,A
22,CS,3.5,95.66,75.07,74.95,77.82,78.49,61.1,100.0,78.81,A
21,CS,5.2,86.43,86.85,94.37,77.37,100.0,83.1,98.91,93.09,A
18,Business,3.8,69.03,68.36,86.68,61.99,71.56,39.2,85.52,74.08,B
22,CS,5.4,83.21,92.08,59.6,92.08,57.4,64.8,73.2,75.22,B
19,Engineering,2.6,81.92,66.31,49.31,93.49,54.97,73.8,81.82,67.19,D
22,Business,8.1,92.72,53.16,58.76,81.07,26.25,83.9,84.3,65.23,D
19,Business,6.0,74.74,60.08,54.35,68.44,53.45,62.0,66.3,62.43,F
24,Business,4.6,71.33,49.87,65.6,48.42,72.73,67.2,74.74,64.32,D
23,Business,4.8,84.32,74.3,39.55,69.5,57.06,95.4,54.74,63.12,F
22,Business,5.5,72.65,50.15,53.56,86.77,80.88,81.4,73.48,69.48,C
18,Engineering,4.1,78.51,55.3,67.18,67.69,66.51,78.4,95.41,70.78,C
24,Mathematics,3.9,82.55,55.16,49.32,85.41,71.9,76.9,79.07,66.97,D
24,Engineering,6.3,89.68,55.01,51.57,85.46,84.09,72.6,90.7,71.39,C
22,Mathematics,2.8,87.81,47.37,59.75,80.61,45.85,100.0,61.81,63.95,D
23,Business,2.5,97.9,65.64,47.28,73.06,57.19,77.0,70.08,62.81,F
19,Business,5.9,80.57,62.26,32.53,81.71,62.96,85.7,75.3,62.96,F
19,CS,6.5,85.46,58.24,69.2,60.25,70.98,86.3,81.28,72.1,C
19,Engineering,5.5,67.5,46.57,43.95,88.7,78.44,41.0,87.27,63.15,F
19,Engineering,4.0,76.66,42.88,37.05,71.71,66.47,64.5,65.78,55.45,F
24,CS,5.2,74.96,50.05,58.67,53.88,76.57,83.5,95.81,67.71,D
22,CS,3.1,84.84,68.33,40.92,98.31,86.42,69.6,59.82,68.14,D
23,CS,0.0,87.82,79.97,78.12,62.99,59.85,29.4,55.33,66.33,D
